dato_fuld,dato,år,Artist,spillested,adresse,Coordinates,Latitude,Longitude,Genre,Arrangementstype
12/11/1995,12. nov.,1995,Aarhus Symfoniorkester,Helsingør Teater (DGB),Viborgvej 2,"56.159094,10.1893967",56.159094,10.1893967,klassisk,koncert
12/11/1995,12. nov.,1995,Lars Møller Group,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,jazz,koncert
12/11/1995,12. nov.,1995,David Helfgott,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,klassisk,koncert
12/11/1995,12. nov.,1995,Konservatoriets blæsere (dir. Frederik Gislinge),Det Jyske musikkonservatorium,Fuglesangs Allé 26,"56.1641171,10.180192",56.1641171,10.180192,klassisk,koncert
12/11/1995,12. nov.,1995,Willy Egmose Jazztrio,Christianskirken,Frederikshaldsgade 15,"56.1777763,10.1923722",56.1777763,10.1923722,jazz,koncert
12/11/1995,12. nov.,1995,Jesper Carlsen; Jesper Bodilsen,Glazzhuset,Åboulevarden 25,"56.1554238,10.2066651",56.1554238,10.2066651,jazz,jamsession
12/11/1995,12. nov.,1995,Karsten Hibitz,Vores Sted,Nørregade 26,"56.1610773,10.2070466",56.1610773,10.2070466,N/A,jamsession
12/11/1995,12. nov.,1995,The Gospel Crusaders,Malling Kirke,Malling Kirkevej 1,"56.0396548,10.1919599",56.0396548,10.1919599,N/A,koncert
12/11/1995,12. nov.,1995,Eva Østergård; Michael Rauff,Holme Kirke,Bushøjvej 284,"56.1142724,10.1695383",56.1142724,10.1695383,klassisk,koncert
12/11/1995,12. nov.,1995,Flutention,Langenæs Kirke,Kirkedammen 2,"56.1408783,10.1735567",56.1408783,10.1735567,klassisk,koncert
12/11/1995,12. nov.,1995,Det Hulgaard/Arenkilske Familieensemble,Harlev Kirke,Harlev Kirkevej 11A,"56.1330706,10.0083751",56.1330706,10.0083751,klassisk,koncert
12/11/1995,12. nov.,1995,Århus Amatørsymfoniorkester (dir. Erwin Chmiel),Skt. Annagades Skole,Ingerslevs Blvd. 2,"56.1450945,10.1927147",56.1450945,10.1927147,klassisk,koncert
06/11/2000,6. nov.,2000,MBT Danseteater,Brobjergskolen,Frederiks Allé 20B,"56.1513318,10.1973557",56.1513318,10.1973557,musikteater,forestilling
06/11/2000,6. nov.,2000,N/A,Lokalcenter Elmevang,Elmevangsvej 2,"56.0419111,10.0851041",56.0419111,10.0851041,N/A,fællessang
06/11/2000,6. nov.,2000,Husorkestret,Håruphallen,Salonikivej 12,"56.2873692,10.2145681",56.2873692,10.2145681,underholdningsmusik,N/A
06/11/2000,6. nov.,2000,N/A,Skæring skole,Skæring Skolevej 200,"56.226675,10.2956041",56.226675,10.2956041,folk/folkemusik/spillemandsmusik,spil til dans
06/11/2000,6. nov.,2000,N/A,Cocktail,Europaplads 10-14,"56.1526796,10.2096311",56.1526796,10.2096311,N/A,N/A
06/11/2000,6. nov.,2000,N/A,Gyngen,Mejlgade 53,"56.1599711,10.2102918",56.1599711,10.2102918,N/A,N/A
06/11/2000,6. nov.,2000,Michael Bladt Quintet,Jazzbar Bent J,Nørre Allé 66,"56.1598911,10.2008777",56.1598911,10.2008777,jazz,koncert
06/11/2000,6. nov.,2000,Jørg Schmitz,La Belle,Mindegade 6,"56.1537987,10.2084068",56.1537987,10.2084068,N/A,koncert
06/11/2000,6. nov.,2000,Julian Oakes,The Dubliner,Sct. Clemens Torv 15,"56.155833,10.2059854",56.155833,10.2059854,N/A,koncert
06/11/2000,6. nov.,2000,N/A,Århus Folkemusikhus,Viborgvej 53,"56.1622994,10.1741975",56.1622994,10.1741975,underholdningsmusik,spil til dans
06/11/2000,6. nov.,2000,Den jyske Opera,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,musikteater,forestilling
06/11/2000,6. nov.,2000,N/A,Hasle Lokalcenter,Rymarken 118,"56.1677455,10.1524965",56.1677455,10.1524965,musikteater,N/A
06/11/2000,6. nov.,2000,Opgang 2 Livsteater,Opgang 2,Frederiks Allé 20B,"56.1513318,10.1973557",56.1513318,10.1973557,musikteater,forestilling
06/11/2000,6. nov.,2000,Ellen Straarup; Frank Christensen,Lokalcenter Holme,Nygårdsvej 34,"56.1103198,10.1753366",56.1103198,10.1753366,N/A,N/A
07/11/2000,7. nov.,2000,Going Up Gospel Choir,Apostolsk Kirke,Nørre Allé 23A,"56.1600815,10.2037457",56.1600815,10.2037457,N/A,N/A
07/11/2000,7. nov.,2000,Opgang 2 Livsteater,Opgang 2,Frederiks Allé 20B,"56.1513318,10.1973557",56.1513318,10.1973557,musikteater,forestilling
07/11/2000,7. nov.,2000,MBT Danseteater,Brobjergskolen,Frederiks Allé 20B,"56.1513318,10.1973557",56.1513318,10.1973557,musikteater,forestilling
07/11/2000,7. nov.,2000,N/A,Cocktail,Europaplads 10-14,"56.1526796,10.2096311",56.1526796,10.2096311,N/A,N/A
07/11/2000,7. nov.,2000,Ole Frimer,Fatter Eskild,Skolegade 25,"56.155218,10.2091098",56.155218,10.2091098,N/A,jamsession
07/11/2000,7. nov.,2000,N/A,Jacobs Bar BQ,Vestergade 3,"56.1575734,10.2038332",56.1575734,10.2038332,N/A,N/A
07/11/2000,7. nov.,2000,Jørg Schmitz,La Belle,Mindegade 6,"56.1537987,10.2084068",56.1537987,10.2084068,N/A,koncert
07/11/2000,7. nov.,2000,Den Fede,Musikcaféen,Mejlgade 51-53,"56.1598092,10.2101701",56.1598092,10.2101701,N/A,jamsession
07/11/2000,7. nov.,2000,Julian Oakes,The Dubliner,Sct. Clemens Torv 15,"56.155833,10.2059854",56.155833,10.2059854,N/A,koncert
07/11/2000,7. nov.,2000,Det Jyske Musikkonservatorium,Det Jyske musikkonservatorium,Fuglesangs Allé 26,"56.1641171,10.180192",56.1641171,10.180192,klassisk,koncert
07/11/2000,7. nov.,2000,Aarhus Kammerkor (dir. Erik Bjørn Lund),Risskov Kirke,Solbakken 2,"56.188501,10.2336951",56.188501,10.2336951,klassisk,koncert
07/11/2000,7. nov.,2000,Den jyske Opera,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,musikteater,forestilling
07/11/2000,7. nov.,2000,N/A,Tilst Sogengård,Havkærvej 9,"56.1920992,10.1079801",56.1920992,10.1079801,folk/folkemusik/spillemandsmusik,spil til dans
07/11/2000,7. nov.,2000,N/A,Skæring skole,Skæring Skolevej 200,"56.226675,10.2956041",56.226675,10.2956041,folk/folkemusik/spillemandsmusik,spil til dans
07/11/2000,7. nov.,2000,Dan Turèll,Svalegangen,Rosenkrantzgade 21,"56.1520354,10.2035812",56.1520354,10.2035812,musikteater,forestilling
08/11/2000,8. nov.,2000,Arosia,Løvens Hule,Pustervig Torv,"56.1581228,10.2075346",56.1581228,10.2075346,jazz,koncert
08/11/2000,8. nov.,2000,Gus Gus,Musikcaféen,Mejlgade 51-53,"56.1598092,10.2101701",56.1598092,10.2101701,N/A,koncert; DJ-sæt
08/11/2000,8. nov.,2000,Opgang 2 Livsteater,Opgang 2,Frederiks Allé 20B,"56.1513318,10.1973557",56.1513318,10.1973557,musikteater,forestilling
08/11/2000,8. nov.,2000,The Posies,Vox Hall,Vester Allé 15,"56.1561067,10.1954298",56.1561067,10.1954298,pop/rock/beat,koncert
08/11/2000,8. nov.,2000,Dan Turèll,Svalegangen,Rosenkrantzgade 21,"56.1520354,10.2035812",56.1520354,10.2035812,musikteater,forestilling
08/11/2000,8. nov.,2000,Det Jyske Musikkonservatorium,Det Jyske musikkonservatorium (rytmisk afd.),Jens Baggesensvej 90E,"56.169413,10.1909971",56.169413,10.1909971,N/A,koncert
08/11/2000,8. nov.,2000,Rune Christensen; Søren Bigum; Frederik Langkjær; Michael Stegger,Fatter Eskild,Skolegade 25,"56.155218,10.2091098",56.155218,10.2091098,N/A,N/A
08/11/2000,8. nov.,2000,N/A,Glazzhuset,Åboulevarden 25,"56.1554238,10.2066651",56.1554238,10.2066651,N/A,spil til dans
08/11/2000,8. nov.,2000,Camp,Gyngen,Mejlgade 53,"56.1599711,10.2102918",56.1599711,10.2102918,pop/rock/beat,koncert
08/11/2000,8. nov.,2000,Jens Gaardsmand,Jacobs Bar BQ,Vestergade 3,"56.1575734,10.2038332",56.1575734,10.2038332,N/A,N/A
08/11/2000,8. nov.,2000,Jørg Schmitz,La Belle,Mindegade 6,"56.1537987,10.2084068",56.1537987,10.2084068,N/A,koncert
08/11/2000,8. nov.,2000,N/A,Naxos,Mindebrogade 2,"56.1546778,10.2094896",56.1546778,10.2094896,N/A,jamsession
08/11/2000,8. nov.,2000,Brendan Ucane,The Dubliner,Sct. Clemens Torv 15,"56.155833,10.2059854",56.155833,10.2059854,N/A,koncert
08/11/2000,8. nov.,2000,Rollo & King,Train,Toldbodgade 6,"56.1525024,10.2093239",56.1525024,10.2093239,pop/rock/beat,koncert
08/11/2000,8. nov.,2000,Per Aage Brandt,Det Jyske musikkonservatorium,Fuglesangs Allé 26,"56.1641171,10.180192",56.1641171,10.180192,N/A,N/A
08/11/2000,8. nov.,2000,Det Jyske musikkonservatorium,Det Jyske musikkonservatorium,Fuglesangs Allé 26,"56.1641171,10.180192",56.1641171,10.180192,N/A,koncert
08/11/2000,8. nov.,2000,Duo Modus,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,klassisk,koncert
08/11/2000,8. nov.,2000,Den jyske Opera,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,musikteater,forestilling
08/11/2000,8. nov.,2000,Esma,Stakladen,Nordre Ringgade 3,"56.1712136,10.1977939",56.1712136,10.1977939,ikkevestlig musik,koncert
08/11/2000,8. nov.,2000,N/A,Solbjerg Fritidscenter,Solbjerg Hovedgade 88,"56.038058,10.0788881",56.038058,10.0788881,folk/folkemusik/spillemandsmusik,spil til dans
08/11/2000,8. nov.,2000,Den Danske Salmeduo,Ormslev Kirke,Ormslevvej 455A,"56.1247534,10.0579604",56.1247534,10.0579604,jazz,koncert
08/11/2000,8. nov.,2000,Løgten-Skødstrup-koret,Rosenbakken,Grenåvej 701,"56.270696,10.309989",56.270696,10.309989,N/A,koncert
08/11/2000,8. nov.,2000,N/A,Cocktail,Europaplads 10-14,"56.1526796,10.2096311",56.1526796,10.2096311,N/A,N/A
08/11/2000,8. nov.,2000,Henrik Krogh Christensen; Ingegerd Bogh,Langenæs Kirke,Kirkedammen 2,"56.1408783,10.1735567",56.1408783,10.1735567,klassisk,koncert
09/11/2000,9. nov.,2000,N/A,Nuclear,Klostergade 34,"56.1589393,10.2039969",56.1589393,10.2039969,N/A,spil til dans
09/11/2000,9. nov.,2000,Die Herren,Fatter Eskild,Skolegade 25,"56.155218,10.2091098",56.155218,10.2091098,pop/rock/beat,koncert
09/11/2000,9. nov.,2000,Opgang 2 Livsteater,Opgang 2,Frederiks Allé 20B,"56.1513318,10.1973557",56.1513318,10.1973557,musikteater,forestilling
09/11/2000,9. nov.,2000,Jens Gaardsmand,Jacobs Bar BQ,Vestergade 3,"56.1575734,10.2038332",56.1575734,10.2038332,N/A,N/A
09/11/2000,9. nov.,2000,Jørg Schmitz,La Belle,Mindegade 6,"56.1537987,10.2084068",56.1537987,10.2084068,N/A,koncert
09/11/2000,9. nov.,2000,N/A,Musikcaféen,Mejlgade 51-53,"56.1598092,10.2101701",56.1598092,10.2101701,N/A,N/A
09/11/2000,9. nov.,2000,N/A,Palmehaven,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,N/A,spil til dans
09/11/2000,9. nov.,2000,An Seo,The Dubliner,Sct. Clemens Torv 15,"56.155833,10.2059854",56.155833,10.2059854,N/A,koncert
09/11/2000,9. nov.,2000,Tim Christensen,Vox Hall,Vester Allé 15,"56.1561067,10.1954298",56.1561067,10.1954298,pop/rock/beat,koncert
09/11/2000,9. nov.,2000,Den jyske Opera,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,musikteater,forestilling
09/11/2000,9. nov.,2000,Fucking Fodkoldt,Æsken,Anholtsgade 4,"56.1611307,10.2062178",56.1611307,10.2062178,pop/rock/beat,koncert
09/11/2000,9. nov.,2000,Ivar Sørensen,Ældre Sagen - Århus,Åboulevarden 49,"56.1560169,10.2026433",56.1560169,10.2026433,N/A,koncert
09/11/2000,9. nov.,2000,Søren Sepper Larsen Trio,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,N/A,forestilling
09/11/2000,9. nov.,2000,Hanne Holt Nielsen; Lene Holt Nielsen; Ulla Erml,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,klassisk,koncert
09/11/2000,9. nov.,2000,Dan Turèll,Svalegangen,Rosenkrantzgade 21,"56.1520354,10.2035812",56.1520354,10.2035812,musikteater,forestilling
09/11/2000,9. nov.,2000,N/A,Sognehuset Mårslet,Obstrupvej 4,"56.0688023,10.1567413",56.0688023,10.1567413,klassisk,undervisning
09/11/2000,9. nov.,2000,N/A,Lokalcenter Kildevang,Langballevej 3A,"56.0694069,10.1610041",56.0694069,10.1610041,N/A,spil til dans
09/11/2000,9. nov.,2000,Mogens Skjøth,Sabro Lokalcenter,Sabro Kirkevej 151,"56.2150837,10.0223317",56.2150837,10.0223317,folk/folkemusik/spillemandsmusik,koncert
09/11/2000,9. nov.,2000,Løgten-Skødstrup-koret,Rosenbakken,Grenåvej 701,"56.270696,10.309989",56.270696,10.309989,N/A,koncert
09/11/2000,9. nov.,2000,N/A,Hjortshøj Lokalcenter,Hjortshøj Stationsvej 42,"56.2430154,10.2596366",56.2430154,10.2596366,N/A,fællessang
09/11/2000,9. nov.,2000,Alan Parry,Paddy go easy,Åboulevarden 60,"56.1568034,10.2051407",56.1568034,10.2051407,N/A,koncert
09/11/2000,9. nov.,2000,N/A,Stavtrup Sognegård,Råhøjvej 5,"56.1335088,10.1127909",56.1335088,10.1127909,N/A,N/A
09/11/2000,9. nov.,2000,John Lee Hooker,Ris Ras Filliongongong,Mejlgade 24,"56.1584352,10.2098909",56.1584352,10.2098909,jazz,koncert
09/11/2000,9. nov.,2000,N/A,Gellerupscenen,Gudrunsvej 78-80,"56.1558972,10.1327335",56.1558972,10.1327335,musikteater,forestilling
10/11/2000,10. nov.,2000,Mads Løkkegaard; Mads Baumgartner,Café Kalven,Jægergårdsgade 81,"56.1482851,10.1995419",56.1482851,10.1995419,N/A,koncert
10/11/2000,10. nov.,2000,N/A,Nuclear,Klostergade 34,"56.1589393,10.2039969",56.1589393,10.2039969,N/A,spil til dans
10/11/2000,10. nov.,2000,Hanne Holt Nielsen; Lene Holt Nielsen; Ulla Ermi,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,klassisk,koncert
10/11/2000,10. nov.,2000,Alan Parry,Paddy go easy,Åboulevarden 60,"56.1568034,10.2051407",56.1568034,10.2051407,N/A,koncert
10/11/2000,10. nov.,2000,N/A,Jacobs Bar BQ,Vestergade 3,"56.1575734,10.2038332",56.1575734,10.2038332,N/A,N/A
10/11/2000,10. nov.,2000,N/A,Hjortshøj Lokalcenter,Hjortshøj Stationsvej 42,"56.2430154,10.2596366",56.2430154,10.2596366,N/A,fællessang
10/11/2000,10. nov.,2000,Aarhus Teater,Aarhus Teater,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,musikteater,forestilling
10/11/2000,10. nov.,2000,Tordenkaffen,Auktionscenen,Mejlgade 45,"56.1595646,10.2097814",56.1595646,10.2097814,N/A,N/A
10/11/2000,10. nov.,2000,Dan Turèll,Svalegangen,Rosenkrantzgade 21,"56.1520354,10.2035812",56.1520354,10.2035812,musikteater,forestilling
10/11/2000,10. nov.,2000,Den jyske Opera,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,musikteater,forestilling
10/11/2000,10. nov.,2000,N/A,Ris Ras Filliongongong,Mejlgade 24,"56.1584352,10.2098909",56.1584352,10.2098909,N/A,koncert
10/11/2000,10. nov.,2000,Blue Heat,Fatter Eskild,Skolegade 25,"56.155218,10.2091098",56.155218,10.2091098,jazz,koncert
10/11/2000,10. nov.,2000,N/A,Glazzhuset,Åboulevarden 25,"56.1554238,10.2066651",56.1554238,10.2066651,N/A,spil til dans
10/11/2000,10. nov.,2000,DJ Jacobsen,Globen Flakket,Åboulevarden 18,"56.1547159,10.2089034",56.1547159,10.2089034,N/A,spil til dans; DJ-sæt
10/11/2000,10. nov.,2000,Byhøjskolen,Gyngen,Mejlgade 53,"56.1599711,10.2102918",56.1599711,10.2102918,N/A,koncert
10/11/2000,10. nov.,2000,Tango Akademiet,Gøglerskolen,Klosterport 4D,"56.1595735,10.2036386",56.1595735,10.2036386,N/A,spil til dans
10/11/2000,10. nov.,2000,N/A,Jazzbar Bent J,Nørre Allé 66,"56.1598911,10.2008777",56.1598911,10.2008777,jazz,jamsession
10/11/2000,10. nov.,2000,Jørg Schmitz,La Belle,Mindegade 6,"56.1537987,10.2084068",56.1537987,10.2084068,N/A,koncert
10/11/2000,10. nov.,2000,Niels Klapper Fisken,Musikcaféen,Mejlgade 51-53,"56.1598092,10.2101701",56.1598092,10.2101701,N/A,koncert
10/11/2000,10. nov.,2000,An Seo,The Dubliner,Sct. Clemens Torv 15,"56.155833,10.2059854",56.155833,10.2059854,N/A,koncert
10/11/2000,10. nov.,2000,Hanne Boel,Vox Hall,Vester Allé 15,"56.1561067,10.1954298",56.1561067,10.1954298,N/A,koncert
10/11/2000,10. nov.,2000,N/A,Gellerupscenen,Gudrunsvej 78-80,"56.1558972,10.1327335",56.1558972,10.1327335,musikteater,forestilling
10/11/2000,10. nov.,2000,N/A,Train,Toldbodgade 6,"56.1525024,10.2093239",56.1525024,10.2093239,N/A,spil til dans
10/11/2000,10. nov.,2000,DJ Lynge og Iceman,Æsken,Anholtsgade 4,"56.1611307,10.2062178",56.1611307,10.2062178,N/A,DJ-sæt
10/11/2000,10. nov.,2000,Henning Stærk,Train,Toldbodgade 6,"56.1525024,10.2093239",56.1525024,10.2093239,pop/rock/beat,koncert
10/11/2000,10. nov.,2000,The Gospel Voices,Sct. Lukas Kirke,Sankt Lucas Kirkeplads 1,"56.1447833,10.1892033",56.1447833,10.1892033,N/A,koncert
11/11/2000,11. nov.,2000,Alan Parry,Paddy go easy,Åboulevarden 60,"56.1568034,10.2051407",56.1568034,10.2051407,N/A,koncert
11/11/2000,11. nov.,2000,N/A,Nuclear,Klostergade 34,"56.1589393,10.2039969",56.1589393,10.2039969,N/A,spil til dans
11/11/2000,11. nov.,2000,The Stuff,Fatter Eskild,Skolegade 25,"56.155218,10.2091098",56.155218,10.2091098,jazz,koncert
11/11/2000,11. nov.,2000,Iversens Quartet,Folkedansens Hus,Vestervang 42,"56.1646915,10.192601",56.1646915,10.192601,folk/folkemusik/spillemandsmusik,spil til dans; koncert
11/11/2000,11. nov.,2000,N/A,Glazzhuset,Åboulevarden 25,"56.1554238,10.2066651",56.1554238,10.2066651,N/A,spil til dans
11/11/2000,11. nov.,2000,Lars Thodberg Bertelsen,Sct. Lukas Kirke,Sankt Lucas Kirkeplads 1,"56.1447833,10.1892033",56.1447833,10.1892033,klassisk,koncert
11/11/2000,11. nov.,2000,Trio Antonin,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,klassisk,koncert
11/11/2000,11. nov.,2000,Helligåndskirkens Kor; Kristkirens Kor (dir. Søren Andresen),Helligåndskirken,Tropevænget 1,"56.1802395,10.1626388",56.1802395,10.1626388,klassisk,koncert
11/11/2000,11. nov.,2000,Dan Turèll,Svalegangen,Rosenkrantzgade 21,"56.1520354,10.2035812",56.1520354,10.2035812,musikteater,forestilling
11/11/2000,11. nov.,2000,N/A,Æsken,Anholtsgade 4,"56.1611307,10.2062178",56.1611307,10.2062178,N/A,spil til dans
11/11/2000,11. nov.,2000,N/A,Glazzhuset,Åboulevarden 25,"56.1554238,10.2066651",56.1554238,10.2066651,N/A,spil til dans
11/11/2000,11. nov.,2000,Steen Andersen; Knud Brønden; Kurt; Else,Gyngen,Mejlgade 53,"56.1599711,10.2102918",56.1599711,10.2102918,N/A,N/A
11/11/2000,11. nov.,2000,Disco Ville,Gyngen,Mejlgade 53,"56.1599711,10.2102918",56.1599711,10.2102918,pop/rock/beat,koncert
11/11/2000,11. nov.,2000,Jens Gaardsmand,Jacobs Bar BQ,Vestergade 3,"56.1575734,10.2038332",56.1575734,10.2038332,N/A,N/A
11/11/2000,11. nov.,2000,Joey Baron,Musikcaféen,Mejlgade 51-53,"56.1598092,10.2101701",56.1598092,10.2101701,jazz,koncert
11/11/2000,11. nov.,2000,N/A,Train,Toldbodgade 6,"56.1525024,10.2093239",56.1525024,10.2093239,N/A,spil til dans
11/11/2000,11. nov.,2000,An Seo,The Dubliner,Sct. Clemens Torv 15,"56.155833,10.2059854",56.155833,10.2059854,N/A,koncert
11/11/2000,11. nov.,2000,Charlige Dee & the Twisters,Skæring Skole,Skæring Skolevej 200,"56.226675,10.2956041",56.226675,10.2956041,N/A,koncert
11/11/2000,11. nov.,2000,Olesen-Olesen,Vox Hall,Vester Allé 15,"56.1561067,10.1954298",56.1561067,10.1954298,pop/rock/beat,koncert
11/11/2000,11. nov.,2000,D-A-D,Scandinavian Congress Center,Margrethepladsen 2,"56.152749,10.1943442",56.152749,10.1943442,pop/rock/beat,koncert
11/11/2000,11. nov.,2000,N/A,Gellerupscenen,Gudrunsvej 78-80,"56.1558972,10.1327335",56.1558972,10.1327335,musikteater,forestilling
11/11/2000,11. nov.,2000,N/A,Steno Museet,C. F. Møllers Allé 2,"56.1655507,10.2001955",56.1655507,10.2001955,N/A,fuldmåneaften
11/11/2000,11. nov.,2000,N/A,Ris Ras Filliongongong,Mejlgade 24,"56.1584352,10.2098909",56.1584352,10.2098909,jazz,spil til spisning
11/11/2000,11. nov.,2000,Sultans,Vores Sted,Nørregade 26,"56.1610773,10.2070466",56.1610773,10.2070466,pop/rock/beat,jamsession
11/11/2000,11. nov.,2000,Den jyske Opera,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,musikteater,forestilling
12/11/2000,12. nov.,2000,N/A,Glazzhuset,Åboulevarden 25,"56.1554238,10.2066651",56.1554238,10.2066651,jazz,jamsession
12/11/2000,12. nov.,2000,N/A,Gøglerskolen,Klosterport 4D,"56.1595735,10.2036386",56.1595735,10.2036386,N/A,spil til dans
12/11/2000,12. nov.,2000,The Gospel Crusaders,Malling Kirke,Malling Kirkevej 1,"56.0396548,10.1919599",56.0396548,10.1919599,N/A,koncert
12/11/2000,12. nov.,2000,Johanne Reinholdt,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,N/A,koncert
12/11/2000,12. nov.,2000,Dave Dusch,The Dubliner,Sct. Clemens Torv 15,"56.155833,10.2059854",56.155833,10.2059854,N/A,koncert
12/11/2000,12. nov.,2000,"Dissing, Dissing, Las & Dissing",Train,Toldbodgade 6,"56.1525024,10.2093239",56.1525024,10.2093239,folk/folkemusik/spillemandsmusik,koncert
12/11/2000,12. nov.,2000,N/A,Vores Sted,Nørregade 26,"56.1610773,10.2070466",56.1610773,10.2070466,pop/rock/beat,jamsession
12/11/2000,12. nov.,2000,Anne-Kari Ferenczi,Skæring Kirke,Skæring Kirkevej 1,"56.234038,10.301879",56.234038,10.301879,klassisk,koncert
12/11/2000,12. nov.,2000,Århus Musikskole,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,N/A,koncert
12/11/2000,12. nov.,2000,Atlantic Opera,Musikhuset,Thomas Jensens Allé 2,"56.1529864,10.1964921",56.1529864,10.1964921,musikteater,forestilling
12/11/2000,12. nov.,2000,Aarhus Symfoniorkester,Helsingør Teater (DGB),Viborgvej 2,"56.159094,10.1893967",56.159094,10.1893967,klassisk,koncert
12/11/2000,12. nov.,2000,Aarhus Universitetskor (dir. Carsten Seyer Hansen),Ravnsbjergkirken,Grøfthøjparken 1,"56.1228999,10.1414984",56.1228999,10.1414984,klassisk,koncert
12/11/2000,12. nov.,2000,Carsten Sindvald; Finn Henriksen; Torben Krebs,Vejlby Kirke,Vejlby Centervej 25,"56.1955295,10.2083912",56.1955295,10.2083912,N/A,koncert
12/11/2000,12. nov.,2000,Anker Sigfusson,Framlev Kirke,Kirkesvinget 5,"56.157669,10.0101859",56.157669,10.0101859,klassisk,koncert
12/11/2000,12. nov.,2000,N/A,Gellerupscenen,Gudrunsvej 78-80,"56.1558972,10.1327335",56.1558972,10.1327335,musikteater,forestilling
12/11/2000,12. nov.,2000,N/A,Ældre Sagen - Århus,Åboulevarden 49,"56.1560169,10.2026433",56.1560169,10.2026433,N/A,N/A
12/11/2000,12. nov.,2000,Opgang 2 Livsteater,Opgang 2,Frederiks Allé 20B,"56.1513318,10.1973557",56.1513318,10.1973557,musikteater,forestilling
12/11/2000,12. nov.,2000,Århus Amatørsymfoniorkester (dir. Erwin Chmiel),Aarhus tekniske Skole,Dollerupvej 2,"56.1555303,10.1846871",56.1555303,10.1846871,klassisk,koncert
